country,year,population,gdp_usd,gdp_per_capita_usd,inflation_rate,unemployment_rate,life_expectancy,hdi,co2_tonnes_per_capita,economic_growth_rate
UK,2017,1131000000,23756655000000,21005,-0.88,9.65,81.0,0.713,11.55,-2.67
UK,2017,1015000000,7548555000000,7437,10.9,9.5,64.0,0.714,5.04,4.86
UK,2017,1331000000,15632595000000,11745,4.78,10.62,81.4,0.932,11.81,3.36
UK,2017,1109000000,52073095000000,46955,5.32,15.57,84.7,0.639,8.9,1.96
UK,2017,1048000000,49041160000000,46795,8.26,10.68,83.1,0.823,4.57,-0.14
UK,2017,497000000,15195775000000,30575,3.44,8.42,68.6,0.556,8.66,8.03
UK,2017,1154000000,60663472000000,52568,6.77,6.8,78.9,0.833,14.43,2.65
UK,2017,955000000,37226855000000,38981,4.22,3.56,83.8,0.682,12.91,3.08
France,2017,61000000,3996110000000,65510,10.28,5.7,70.5,0.801,12.24,0.94
France,2017,1196000000,57175976000000,47806,10.9,8.2,79.3,0.938,17.74,0.96
France,2017,679000000,28192759000000,41521,0.85,14.65,62.5,0.898,17.26,2.54
France,2017,647000000,19604100000000,30300,11.18,3.66,70.6,0.959,10.93,8.48
France,2017,524000000,37526784000000,71616,-0.67,17.14,68.1,0.78,7.53,3.93
France,2017,788000000,60639752000000,76954,2.34,15.14,62.4,0.721,18.91,0.05
France,2017,757000000,6031019000000,7967,6.56,5.79,78.3,0.818,2.35,8.04
France,2017,151000000,10763280000000,71280,8.05,7.57,65.3,0.582,19.96,6.6
France,2017,944000000,57014768000000,60397,9.33,17.52,83.3,0.768,5.86,3.22
France,2017,976000000,33554880000000,34380,4.32,10.94,81.5,0.632,17.25,-2.7
France,2017,1104000000,84840192000000,76848,-0.25,14.77,81.0,0.691,8.46,7.16
France,2017,611000000,35274863000000,57733,1.5,12.92,81.0,0.773,3.0,2.31
France,2017,1218000000,29683878000000,24371,8.29,17.75,62.6,0.897,6.74,-2.28
France,2017,544000000,17725152000000,32583,2.14,3.69,72.4,0.932,12.97,-0.25
France,2017,476000000,14624148000000,30723,0.28,11.36,64.6,0.728,19.9,8.21
France,2017,828000000,52356924000000,63233,8.1,7.18,80.3,0.626,2.48,4.53
France,2017,932000000,69942872000000,75046,10.94,3.68,79.2,0.825,7.72,-1.46
France,2017,1258000000,69861772000000,55534,5.14,9.56,77.8,0.8,8.75,-0.77
France,2017,954000000,37420650000000,39225,6.15,16.34,84.9,0.778,6.91,-0.33
France,2017,1296000000,42169248000000,32538,2.22,13.05,85.0,0.711,18.81,2.24
Canada,2017,1340000000,27136340000000,20251,1.64,7.53,84.6,0.577,6.47,2.72
Canada,2017,951000000,80025699000000,84149,11.58,16.07,72.8,0.715,11.8,3.26
Canada,2017,389000000,1961727000000,5043,11.79,17.03,64.9,0.86,7.21,0.9
Canada,2017,433000000,20956334000000,48398,7.44,5.08,83.4,0.633,18.1,8.3
Canada,2017,661000000,44361693000000,67113,-0.25,12.66,62.3,0.84,19.04,-2.71
Canada,2017,804000000,56439996000000,70199,9.86,13.94,70.2,0.894,0.82,4.62
Canada,2017,1280000000,77664000000000,60675,0.84,2.56,81.1,0.826,12.8,0.75
Canada,2017,552000000,39322824000000,71237,5.09,6.6,82.5,0.557,15.53,-2.13
Canada,2017,909000000,1867995000000,2055,5.82,15.71,80.1,0.747,16.83,-1.9
Canada,2017,252000000,9259236000000,36743,-0.83,3.49,81.4,0.89,10.56,-0.18
Canada,2017,458000000,7912408000000,17276,7.92,11.72,77.8,0.763,14.03,8.6
Canada,2017,1168000000,90698704000000,77653,1.15,10.47,76.6,0.81,0.66,-0.89
Canada,2017,481000000,14986517000000,31157,1.26,17.97,71.0,0.903,7.24,4.98
Canada,2017,1029000000,68457312000000,66528,1.59,6.86,62.2,0.633,19.63,-0.53
Canada,2017,927000000,29611161000000,31943,3.02,15.57,79.0,0.785,8.46,3.8
Canada,2017,162000000,2181006000000,13463,0.26,6.98,64.8,0.57,14.48,5.78
Canada,2017,1266000000,7218732000000,5702,1.68,13.55,81.0,0.804,4.93,3.78
Canada,2017,813000000,26696481000000,32837,2.5,4.38,81.9,0.809,18.69,-0.94
Canada,2017,546000000,37269414000000,68259,5.06,15.7,67.0,0.643,6.38,7.86
Canada,2017,1366000000,105873196000000,77506,6.61,14.57,70.4,0.55,19.62,6.51
Brazil,2017,264000000,2939640000000,11135,0.45,5.56,77.1,0.604,0.89,2.93
Brazil,2017,17000000,1233639000000,72567,2.37,8.11,66.7,0.551,5.57,-0.07
Brazil,2017,669000000,12826737000000,19173,4.39,7.76,69.5,0.558,16.83,5.86
Brazil,2017,1014000000,1897194000000,1871,7.45,3.28,72.9,0.819,16.74,2.81
Brazil,2017,283000000,4956745000000,17515,11.26,9.26,84.7,0.552,4.09,3.49
Brazil,2017,393000000,32962089000000,83873,6.83,14.94,74.2,0.82,4.32,3.89
Brazil,2017,613000000,7026206000000,11462,10.52,3.85,72.2,0.598,11.49,8.63
Brazil,2017,786000000,29845992000000,37972,11.17,6.16,75.2,0.826,5.06,1.58
Brazil,2017,210000000,12005490000000,57169,9.36,4.95,65.1,0.664,12.98,4.65
Brazil,2017,1079000000,31283447000000,28993,5.42,17.24,66.8,0.626,8.12,2.63
Brazil,2017,658000000,8552026000000,12997,11.71,3.02,83.4,0.557,13.64,3.89
Brazil,2017,1236000000,14872788000000,12033,0.37,7.92,83.5,0.723,19.29,1.49
Brazil,2017,815000000,61603405000000,75587,4.5,10.64,81.3,0.955,15.51,3.46
Brazil,2017,1311000000,9669936000000,7376,11.62,14.16,67.0,0.783,9.07,-0.23
Brazil,2017,966000000,29449476000000,30486,8.56,3.15,80.1,0.719,5.73,0.62
Brazil,2017,900000000,32478300000000,36087,8.23,15.82,78.0,0.568,10.2,3.01
Brazil,2017,1343000000,84772846000000,63122,1.13,15.35,68.9,0.751,1.96,7.58
Brazil,2017,904000000,53961568000000,59692,11.61,9.65,68.4,0.689,12.57,2.5
Brazil,2017,1287000000,96295914000000,74822,0.12,7.87,65.5,0.869,6.75,1.95
Brazil,2017,1243000000,2714712000000,2184,0.94,17.46,82.8,0.642,6.95,-1.43
Australia,2017,1160000000,68520040000000,59069,6.59,10.31,62.9,0.793,16.8,-0.17
Australia,2017,78000000,1577706000000,20227,5.95,11.31,63.5,0.855,7.79,4.72
Australia,2017,585000000,29700450000000,50770,10.94,7.9,68.3,0.916,4.84,0.25
Australia,2017,1002000000,73423554000000,73277,0.5,5.37,80.3,0.581,8.58,6.4
Australia,2017,528000000,5694480000000,10785,0.52,16.24,70.2,0.884,9.7,7.7
Australia,2017,983000000,48950451000000,49797,2.35,4.41,73.4,0.57,3.7,7.5
Australia,2017,1180000000,78691840000000,66688,10.22,4.41,73.0,0.742,2.6,0.16
Australia,2017,485000000,33082335000000,68211,10.03,6.55,64.4,0.669,17.13,0.0
Australia,2017,1308000000,30195180000000,23085,10.86,12.31,76.2,0.925,19.1,-1.4
Australia,2017,24000000,479208000000,19967,1.72,14.59,69.9,0.667,18.65,-2.38
Australia,2017,655000000,40803225000000,62295,-0.1,8.22,72.3,0.655,15.0,7.86
Australia,2017,288000000,9743616000000,33832,5.58,17.48,82.4,0.735,2.54,2.48
Australia,2017,1065000000,54476880000000,51152,9.21,4.98,68.4,0.954,0.73,4.33
Australia,2017,199000000,1999353000000,10047,8.76,8.78,83.3,0.642,17.61,-0.27
Australia,2017,102000000,4478106000000,43903,0.12,3.22,70.9,0.949,7.42,5.6
Australia,2017,75000000,5183325000000,69111,0.63,10.14,72.9,0.856,16.81,-1.88
Australia,2017,675000000,8618400000000,12768,0.56,3.7,63.2,0.658,12.91,8.62
Australia,2017,686000000,32796974000000,47809,0.62,14.67,79.5,0.744,19.92,4.19
Australia,2017,247000000,7310212000000,29596,1.81,4.07,76.0,0.806,17.23,-2.88
Australia,2017,25000000,290775000000,11631,11.65,6.19,68.1,0.905,2.67,6.51
Italy,2017,494000000,37147318000000,75197,11.76,15.26,66.2,0.63,8.72,3.08
Italy,2017,80000000,1314480000000,16431,0.31,4.86,63.1,0.854,6.13,5.79
Italy,2017,780000000,57040620000000,73129,4.19,9.62,62.7,0.923,1.86,2.42
Italy,2017,123000000,6125646000000,49802,7.82,9.42,70.8,0.797,8.75,-2.37
Italy,2017,663000000,51631125000000,77875,5.15,13.41,62.5,0.758,6.63,4.19
Italy,2017,961000000,80765323000000,84043,0.21,3.83,65.0,0.562,17.4,1.62
Italy,2017,1028000000,33833536000000,32912,3.62,6.06,81.2,0.92,18.79,-0.02
Italy,2017,150000000,11757750000000,78385,7.21,2.4,81.7,0.828,7.07,2.3
Italy,2017,615000000,13835655000000,22497,3.91,5.67,64.1,0.739,15.83,-1.6
Italy,2017,1062000000,37303812000000,35126,10.16,6.84,76.9,0.75,9.95,5.42
Italy,2017,867000000,54582852000000,62956,-0.77,7.63,62.7,0.572,18.96,1.72
Italy,2017,663000000,31729191000000,47857,11.48,3.38,62.4,0.774,7.47,-0.0
Italy,2017,333000000,4309020000000,12940,4.09,7.98,70.8,0.592,12.6,-2.48
Italy,2017,789000000,47895456000000,60704,5.77,2.29,65.4,0.691,13.73,-1.93
Italy,2017,341000000,9115612000000,26732,8.19,16.8,81.9,0.815,16.24,-1.95
Italy,2017,954000000,52958448000000,55512,3.44,4.3,81.9,0.839,0.65,-2.24
Italy,2017,1146000000,94507182000000,82467,4.73,17.05,76.0,0.684,15.19,7.96
Italy,2017,954000000,7207470000000,7555,10.65,15.6,67.0,0.608,2.55,6.43
Italy,2017,1196000000,86903752000000,72662,3.92,7.76,84.7,0.682,18.17,6.45
Italy,2017,1109000000,22460577000000,20253,5.4,7.22,77.2,0.841,9.47,0.31
South Korea,2017,865000000,36118940000000,41756,8.29,5.65,65.6,0.748,13.33,-2.2
South Korea,2017,560000000,35959840000000,64214,11.63,6.27,79.8,0.675,2.17,2.83
South Korea,2017,661000000,5155800000000,7800,11.99,17.2,71.9,0.878,4.56,4.01
South Korea,2017,155000000,9800030000000,63226,0.68,6.96,81.6,0.783,10.47,5.52
South Korea,2017,1013000000,18586524000000,18348,3.99,10.84,62.5,0.694,1.27,8.95
South Korea,2017,152000000,7591488000000,49944,1.06,15.68,68.5,0.88,13.2,4.26
South Korea,2017,1344000000,49120512000000,36548,2.83,15.0,81.2,0.897,4.85,-2.86
South Korea,2017,761000000,37208334000000,48894,6.22,14.22,75.1,0.659,8.99,3.13
South Korea,2017,925000000,9850325000000,10649,-0.31,3.16,65.4,0.575,13.58,7.09
South Korea,2017,1377000000,13070484000000,9492,3.43,17.0,82.7,0.948,5.89,3.17
South Korea,2017,218000000,3151844000000,14458,3.67,3.19,73.5,0.942,15.37,1.37
South Korea,2017,570000000,4789710000000,8403,8.36,11.62,67.6,0.829,14.0,-0.44
South Korea,2017,875000000,36907500000000,42180,6.91,10.43,82.0,0.917,6.87,-2.9
South Korea,2017,1145000000,88941310000000,77678,-0.03,3.21,82.7,0.699,9.72,8.68
South Korea,2017,404000000,31144360000000,77090,7.26,2.98,74.9,0.853,3.57,6.12
South Korea,2017,762000000,14647164000000,19222,11.32,13.47,74.6,0.888,16.22,4.55
South Korea,2017,1374000000,102504522000000,74603,1.32,7.41,69.5,0.902,15.74,0.49
South Korea,2017,1107000000,10239750000000,9250,-0.32,9.41,78.8,0.787,3.92,8.91
South Korea,2017,753000000,7956951000000,10567,5.93,12.09,72.1,0.739,19.16,0.33
South Korea,2017,1081000000,69427225000000,64225,12.0,5.29,74.2,0.585,8.42,-2.48
Mexico,2017,840000000,16400160000000,19524,10.14,13.27,84.5,0.775,17.17,3.03
Mexico,2017,227000000,14116676000000,62188,4.66,8.69,71.3,0.764,5.97,8.44
Mexico,2017,394000000,7436750000000,18875,9.15,16.77,66.4,0.692,7.27,6.93
Mexico,2017,376000000,15354712000000,40837,10.94,5.44,74.3,0.599,17.97,2.9
Mexico,2017,1306000000,58491822000000,44787,2.79,9.31,74.8,0.845,13.22,2.15
Mexico,2017,180000000,7248600000000,40270,0.46,4.35,66.2,0.625,13.41,1.09
Mexico,2017,484000000,16315640000000,33710,9.85,9.41,78.1,0.856,15.24,-1.99
Mexico,2017,154000000,10186792000000,66148,4.57,11.72,77.1,0.731,2.29,1.37
Mexico,2017,769000000,12943039000000,16831,7.31,3.41,79.8,0.904,7.78,1.46
Mexico,2017,1055000000,36474515000000,34573,-0.73,15.81,63.5,0.912,5.14,1.5
Mexico,2017,938000000,21854462000000,23299,9.9,2.39,65.0,0.95,17.54,4.39
Mexico,2017,1273000000,54222162000000,42594,4.67,8.8,65.4,0.775,5.86,-1.54
Mexico,2017,882000000,67760532000000,76826,6.57,14.28,81.0,0.817,1.31,-2.11
Mexico,2017,1331000000,29198147000000,21937,6.21,7.21,63.8,0.75,10.7,6.82
Mexico,2017,421000000,21405324000000,50844,1.41,6.89,80.5,0.645,12.86,-2.61
Mexico,2017,173000000,12565855000000,72635,5.46,3.8,72.9,0.936,8.13,3.68
Mexico,2017,865000000,58596830000000,67742,6.17,8.18,78.3,0.909,1.37,8.28
Mexico,2017,1352000000,69088552000000,51101,11.09,2.86,77.3,0.771,3.12,7.28
Mexico,2017,1162000000,78694126000000,67723,-0.78,2.35,65.8,0.818,12.45,8.89
Mexico,2017,1356000000,79519908000000,58643,5.79,2.21,84.0,0.75,17.23,-2.5
Indonesia,2017,979000000,12095545000000,12355,1.82,8.5,63.7,0.788,4.77,5.42
Indonesia,2017,360000000,18957960000000,52661,7.97,11.88,78.4,0.94,6.26,5.2
Indonesia,2017,818000000,40800204000000,49878,10.62,15.2,79.6,0.796,5.6,7.89
Indonesia,2017,245000000,5067090000000,20682,3.4,15.15,77.6,0.894,16.14,2.45
Indonesia,2017,814000000,32331266000000,39719,9.34,12.47,74.4,0.908,1.12,-2.84
Indonesia,2017,956000000,77273480000000,80830,0.27,15.48,64.0,0.912,4.89,-1.39
Indonesia,2017,1392000000,76963680000000,55290,9.27,2.41,70.3,0.851,2.66,2.0
Indonesia,2017,387000000,21469599000000,55477,1.39,13.39,79.9,0.732,12.73,-1.88
Indonesia,2017,996000000,47634696000000,47826,3.84,11.76,74.1,0.859,14.02,4.21
Indonesia,2017,747000000,46836153000000,62699,9.49,9.68,81.7,0.627,7.04,3.17
Indonesia,2017,499000000,30102674000000,60326,4.39,15.26,73.4,0.556,8.28,7.52
Indonesia,2017,896000000,56594048000000,63163,3.7,12.59,73.3,0.555,19.27,0.46
Indonesia,2017,1122000000,44172018000000,39369,11.47,5.31,63.5,0.634,3.48,7.21
Indonesia,2017,1064000000,21617288000000,20317,-0.45,6.35,73.8,0.621,6.47,7.86
Indonesia,2017,915000000,68378865000000,74731,2.03,11.56,64.6,0.763,13.13,-1.94
Indonesia,2017,1128000000,67536744000000,59873,3.02,13.92,76.2,0.923,12.34,-0.8
Indonesia,2017,384000000,4864128000000,12667,8.15,14.97,63.4,0.721,6.02,2.61
Indonesia,2017,1051000000,78677860000000,74860,10.65,2.34,74.1,0.578,16.24,0.17
Indonesia,2017,158000000,11223372000000,71034,8.21,4.43,73.0,0.878,0.72,5.75
Indonesia,2017,1304000000,64639280000000,49570,10.87,10.96,80.5,0.603,1.93,5.36
Saudi Arabia,2017,120000000,2718600000000,22655,1.52,6.22,78.0,0.637,6.62,3.06
Saudi Arabia,2017,270000000,12652470000000,46861,4.77,3.78,79.9,0.76,1.91,2.93
Saudi Arabia,2017,137000000,4423593000000,32289,6.34,10.43,65.9,0.682,4.79,-0.65
Saudi Arabia,2017,1262000000,5899850000000,4675,3.22,14.28,75.2,0.889,2.21,7.17
Saudi Arabia,2017,1044000000,49762260000000,47665,7.22,5.81,78.0,0.716,14.57,4.01
Saudi Arabia,2017,292000000,9045868000000,30979,2.91,14.03,62.4,0.809,11.14,5.58
Saudi Arabia,2017,678000000,1590588000000,2346,5.2,9.63,79.2,0.58,10.45,0.12
Saudi Arabia,2017,1211000000,42997766000000,35506,5.35,4.58,72.7,0.804,15.07,-2.96
Saudi Arabia,2017,555000000,20228085000000,36447,6.2,2.14,83.5,0.809,2.7,3.23
Saudi Arabia,2017,1019000000,64315204000000,63116,7.72,6.63,82.9,0.805,1.92,6.82
Saudi Arabia,2017,272000000,11258896000000,41393,2.43,3.78,71.2,0.559,16.19,0.07
Saudi Arabia,2017,69000000,4987251000000,72279,7.93,9.45,82.7,0.879,19.89,8.5
Saudi Arabia,2017,1179000000,27649908000000,23452,8.55,12.73,71.2,0.755,10.4,-0.41
Saudi Arabia,2017,539000000,35814394000000,66446,9.98,15.54,78.0,0.832,10.45,3.88
Saudi Arabia,2017,1369000000,95093478000000,69462,-0.9,9.1,84.3,0.634,9.62,-2.07
Saudi Arabia,2017,527000000,32192322000000,61086,9.71,2.52,80.4,0.877,17.43,0.09
Saudi Arabia,2017,895000000,44950480000000,50224,5.89,12.64,84.6,0.692,0.71,-1.95
Saudi Arabia,2017,546000000,30402372000000,55682,0.37,15.18,67.7,0.943,13.73,-0.7
Saudi Arabia,2017,656000000,46293264000000,70569,10.73,13.62,63.0,0.585,5.26,7.27
Saudi Arabia,2017,471000000,8589627000000,18237,10.23,14.88,72.1,0.623,2.3,7.99
South Africa,2017,168000000,569520000000,3390,6.24,3.87,77.3,0.659,15.12,1.13
South Africa,2017,651000000,47226795000000,72545,6.48,2.84,74.3,0.76,12.25,0.51
South Africa,2017,639000000,36261333000000,56747,10.09,17.55,82.5,0.861,2.84,5.24
South Africa,2017,1211000000,82172405000000,67855,11.5,15.68,68.6,0.701,14.64,1.28
South Africa,2017,133000000,2047136000000,15392,5.22,6.3,76.0,0.713,9.39,3.45
South Africa,2017,1209000000,72226869000000,59741,2.67,6.4,66.2,0.596,17.06,8.03
South Africa,2017,262000000,12764640000000,48720,-0.79,15.6,74.3,0.681,6.11,3.0
South Africa,2017,516000000,15444912000000,29932,5.53,2.24,67.8,0.744,13.79,-1.14
South Africa,2017,257000000,17516863000000,68159,3.29,3.45,64.8,0.592,16.09,7.55
South Africa,2017,92000000,7344084000000,79827,9.46,15.5,77.0,0.673,16.49,-2.02
South Africa,2017,100000000,1735000000000,17350,11.41,5.54,83.1,0.859,1.41,-1.87
South Africa,2017,1328000000,27405936000000,20637,8.76,6.73,73.1,0.714,19.33,1.64
South Africa,2017,1296000000,107526528000000,82968,1.24,7.38,76.3,0.949,4.55,4.15
South Africa,2017,1134000000,80939250000000,71375,2.44,5.47,80.5,0.738,8.13,4.97
South Africa,2017,312000000,9021168000000,28914,5.87,13.26,78.3,0.575,18.15,8.48
South Africa,2017,941000000,2266869000000,2409,5.7,14.55,77.6,0.599,5.55,0.76
South Africa,2017,730000000,21676620000000,29694,5.38,6.71,85.0,0.851,7.74,5.4
South Africa,2017,653000000,14640913000000,22421,9.01,6.68,81.1,0.764,2.64,7.18
South Africa,2017,300000000,19077900000000,63593,9.48,8.65,70.1,0.74,14.7,7.73
South Africa,2017,1034000000,50348562000000,48693,1.29,7.91,62.2,0.632,7.13,-0.87
Spain,2017,980000000,64796620000000,66119,0.71,12.45,71.5,0.651,13.87,0.94
Spain,2017,53000000,1534509000000,28953,8.8,16.05,68.8,0.658,14.08,-1.24
Spain,2017,1342000000,5569300000000,4150,6.13,2.83,68.5,0.724,19.62,-1.26
Spain,2017,1216000000,14224768000000,11698,9.02,5.65,80.1,0.954,3.57,-0.0
Spain,2017,156000000,1037244000000,6649,10.04,13.58,66.9,0.899,1.24,8.89
Spain,2017,184000000,7167168000000,38952,0.99,3.07,77.3,0.585,12.62,0.62
Spain,2017,8000000,582504000000,72813,2.73,16.22,79.2,0.565,11.23,-1.49
Spain,2017,412000000,20962972000000,50881,2.63,5.38,81.6,0.838,3.52,5.71
Spain,2017,84000000,6638604000000,79031,5.06,6.11,79.6,0.845,13.83,-0.63
Spain,2017,92000000,5859020000000,63685,7.32,13.11,62.2,0.894,18.0,1.34
Spain,2017,1067000000,19665877000000,18431,7.46,16.81,76.9,0.761,15.49,2.88
Spain,2017,72000000,1883232000000,26156,6.11,8.62,69.7,0.712,4.81,0.74
Spain,2017,446000000,27350950000000,61325,1.92,10.22,64.0,0.639,2.42,7.8
Spain,2017,931000000,21890603000000,23513,10.92,13.28,73.4,0.588,16.96,-2.64
Spain,2017,379000000,20671418000000,54542,10.0,6.87,65.4,0.776,11.85,4.16
Spain,2017,301000000,23363620000000,77620,6.43,4.12,83.4,0.659,15.66,6.24
Spain,2017,1231000000,42949590000000,34890,11.13,17.99,69.0,0.714,19.3,0.58
Spain,2017,118000000,381848000000,3236,11.46,7.07,82.8,0.666,14.6,-2.01
Spain,2017,162000000,11064924000000,68302,6.69,16.52,76.6,0.86,11.13,3.32
Spain,2017,302000000,7462420000000,24710,1.85,8.7,78.3,0.934,11.39,8.44
Netherlands,2017,879000000,1335201000000,1519,0.03,2.97,64.7,0.933,4.14,8.9
Netherlands,2017,1181000000,83189640000000,70440,3.21,5.84,74.0,0.629,4.27,-2.51
Netherlands,2017,1191000000,76495548000000,64228,8.28,14.75,80.3,0.797,2.03,4.07
Netherlands,2017,1134000000,5691546000000,5019,9.11,3.79,74.4,0.697,19.56,5.48
Netherlands,2017,1242000000,78090750000000,62875,2.34,8.99,74.1,0.705,11.5,-1.92
Netherlands,2017,866000000,16180344000000,18684,11.83,8.39,73.6,0.859,16.34,5.84
Netherlands,2017,785000000,7199235000000,9171,8.25,5.19,76.2,0.557,4.25,-0.9
Netherlands,2017,726000000,12393546000000,17071,-0.73,16.02,64.1,0.94,19.01,4.37
Netherlands,2017,142000000,11476298000000,80819,4.82,15.69,62.8,0.87,13.14,6.32
Netherlands,2017,310000000,867070000000,2797,0.08,10.37,75.9,0.832,3.99,3.81
Netherlands,2017,448000000,15531264000000,34668,1.42,7.34,79.3,0.919,18.96,8.39
Netherlands,2017,1281000000,22863288000000,17848,2.05,11.12,80.0,0.93,9.82,3.6
Netherlands,2017,995000000,74925490000000,75302,8.23,15.28,83.0,0.905,10.11,-2.94
Netherlands,2017,643000000,18278561000000,28427,9.77,2.68,76.6,0.689,8.69,3.51
Netherlands,2017,1084000000,52379964000000,48321,4.45,10.46,65.4,0.894,7.5,8.41
Netherlands,2017,999000000,45305649000000,45351,8.91,16.75,76.3,0.835,11.2,-1.43
Netherlands,2017,945000000,9152325000000,9685,0.18,16.83,83.4,0.843,17.14,1.34
Netherlands,2017,1248000000,43973280000000,35235,1.97,5.48,76.6,0.929,0.77,5.58
Netherlands,2017,1197000000,18244674000000,15242,5.33,8.74,62.3,0.694,10.7,1.03
Netherlands,2017,701000000,17700951000000,25251,9.54,14.71,73.3,0.755,16.95,-1.59
Turkey,2017,465000000,1486140000000,3196,7.84,3.86,76.6,0.795,15.09,3.67
Turkey,2017,152000000,2319824000000,15262,8.06,7.71,76.0,0.802,18.72,2.23
Turkey,2017,564000000,36123636000000,64049,3.77,4.82,80.2,0.87,6.67,4.19
Turkey,2017,678000000,2692338000000,3971,11.8,3.41,77.6,0.684,4.31,3.86
Turkey,2017,509000000,4138170000000,8130,8.89,8.74,66.2,0.732,8.68,7.17
Turkey,2017,1199000000,22295405000000,18595,0.22,4.14,78.6,0.941,16.26,-2.7
Turkey,2017,316000000,19036472000000,60242,1.69,6.07,66.4,0.808,12.1,3.22
Turkey,2017,410000000,29075970000000,70917,-0.34,16.98,83.8,0.552,17.74,-1.73
Turkey,2017,1270000000,31432500000000,24750,4.61,15.42,77.4,0.943,11.8,4.15
Turkey,2017,697000000,32615418000000,46794,0.35,16.74,63.5,0.929,18.7,4.94
Turkey,2017,1053000000,85393035000000,81095,2.09,2.97,70.2,0.612,11.54,0.48
Turkey,2017,966000000,17237304000000,17844,-0.88,3.8,72.4,0.69,7.48,5.08
Turkey,2017,1130000000,66373940000000,58738,2.31,13.37,67.3,0.688,1.7,1.65
Turkey,2017,1374000000,40844898000000,29727,1.62,4.79,68.3,0.613,9.48,-2.25
Turkey,2017,662000000,13164532000000,19886,5.36,4.08,84.5,0.817,13.32,-1.19
Turkey,2017,1069000000,42844451000000,40079,0.32,14.14,74.8,0.925,2.31,7.64
Turkey,2017,922000000,3473174000000,3767,0.83,17.11,67.7,0.661,3.8,8.62
Turkey,2017,976000000,1922720000000,1970,5.33,9.78,76.0,0.873,8.3,3.65
Turkey,2017,689000000,49656919000000,72071,2.0,14.78,80.1,0.609,15.87,2.19
Turkey,2017,320000000,5448960000000,17028,3.15,16.73,80.2,0.946,15.23,1.69
Nigeria,2017,1077000000,32922813000000,30569,9.17,2.93,74.4,0.783,14.5,1.1
Nigeria,2017,1246000000,53718798000000,43113,3.96,12.91,82.8,0.701,10.76,2.81
Nigeria,2017,557000000,21723000000000,39000,4.13,11.87,72.8,0.691,4.99,-1.87
Nigeria,2017,315000000,17498250000000,55550,11.22,6.27,76.6,0.885,6.17,-0.54
Nigeria,2017,945000000,40713435000000,43083,-0.63,5.94,69.8,0.816,3.9,2.82
Nigeria,2017,559000000,42217916000000,75524,3.19,7.11,65.2,0.663,13.56,2.01
Nigeria,2017,995000000,71604180000000,71964,8.87,16.99,70.1,0.899,4.98,4.8
Nigeria,2017,16000000,1064320000000,66520,9.72,9.14,72.5,0.754,7.76,-0.24
Nigeria,2017,442000000,36993190000000,83695,3.31,6.7,71.0,0.804,9.75,-2.15
Nigeria,2017,98000000,4934104000000,50348,6.66,4.52,71.1,0.7,7.88,3.04
Nigeria,2017,586000000,45777148000000,78118,7.77,16.17,63.6,0.561,2.69,0.72
Nigeria,2017,279000000,5609853000000,20107,4.61,7.82,78.7,0.946,19.56,2.05
Nigeria,2017,1322000000,24894582000000,18831,5.13,4.42,62.5,0.665,18.37,-1.18
Nigeria,2017,90000000,928980000000,10322,8.62,6.72,64.5,0.673,19.52,0.8
Nigeria,2017,603000000,8313561000000,13787,11.98,11.93,70.4,0.685,16.33,8.62
Nigeria,2017,752000000,22909680000000,30465,1.59,13.46,75.6,0.743,16.24,-1.19
Nigeria,2017,965000000,29370740000000,30436,10.12,8.41,71.7,0.879,19.43,6.06
Nigeria,2017,294000000,20926038000000,71177,11.46,4.89,69.9,0.677,15.65,-1.13
Nigeria,2017,81000000,3385719000000,41799,4.94,6.64,78.2,0.874,0.67,6.53
Nigeria,2017,699000000,45774714000000,65486,9.43,4.49,75.1,0.832,15.21,-1.08
USA,2018,874000000,57946200000000,66300,3.08,11.12,77.6,0.917,9.83,4.01
USA,2018,435000000,22067115000000,50729,7.85,15.21,62.1,0.835,15.0,-1.71
USA,2018,724000000,42212820000000,58305,10.61,11.13,79.4,0.666,10.6,8.11
USA,2018,1176000000,34767264000000,29564,11.97,13.57,78.5,0.859,8.71,-1.58
USA,2018,1120000000,24558240000000,21927,8.38,5.48,73.5,0.761,7.6,2.87
USA,2018,942000000,54364704000000,57712,11.75,12.03,84.5,0.922,3.96,6.26
USA,2018,785000000,64519935000000,82191,6.77,11.01,79.0,0.673,13.72,1.44
USA,2018,1015000000,79428825000000,78255,7.36,17.94,68.4,0.552,17.96,3.3
USA,2018,1328000000,40858576000000,30767,9.8,16.25,70.9,0.955,8.11,5.72
USA,2018,506000000,24818794000000,49049,9.49,6.62,83.2,0.613,4.49,5.0
USA,2018,379000000,4530566000000,11954,9.28,10.95,76.8,0.673,15.41,7.49
USA,2018,787000000,52677845000000,66935,9.24,14.22,64.9,0.767,10.26,5.78
USA,2018,1349000000,34771824000000,25776,11.71,14.12,78.2,0.665,1.44,-2.37
USA,2018,542000000,43562708000000,80374,8.62,7.77,79.1,0.857,7.82,-2.62
USA,2018,161000000,11880029000000,73789,8.06,8.63,79.7,0.827,8.76,3.33
USA,2018,864000000,71089920000000,82280,6.46,7.64,67.4,0.717,3.92,6.9
USA,2018,331000000,18378113000000,55523,11.94,14.61,81.4,0.747,4.67,-0.66
USA,2018,223000000,1425416000000,6392,9.33,6.85,69.3,0.905,13.9,2.43
